0,2023-03-07 16:50:12,모니,ㅋㅋ
0,2023-03-07 16:50:12,언어,민주당 사칭
0,2023-03-07 16:50:13,쁘띠 게임player,김정은딸은 호화롭게생활하네~
0,2023-03-07 16:50:14,호랭이,민주당 머하냐 ㅋㅋㅋㅋㅋ
0,2023-03-07 16:50:15,Wresy,자증나게
0,2023-03-07 16:50:16,문철구,군고구마ㅡ장사 끝ㅡ
0,2023-03-07 16:50:17,언어,폭력알바
0,2023-03-07 16:50:20,Hyeon ju,저걸홈스클링이니뭐니는 왜 해주냐
0,2023-03-07 16:50:21,사람,정순신 얘기하다가 갑자기 김정은얘기
0,2023-03-07 16:50:22,메롱 😝,오색구름:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:50:24,감사,:planet-orange-purple-ring:여러분의 수명이 무한대라는걸 깨닫는게 정각이다 (허경영강연29회)
0,2023-03-07 16:50:27,ㆍ,문재인정부의 코로나 대응 ㅡ 세계가인정함
0,2023-03-07 16:50:29,최덕진,40개 주요국(OECD 회원/비회원국) 중 우리처럼 주휴수당을 주는 나라는 10곳 입니다.
0,2023-03-07 16:50:31,호랭이,겁박하냐 정은이대신 
0,2023-03-07 16:50:32,개똥벌레,"모니,:zany_face::zany_face:"
0,2023-03-07 16:50:37,무궁화,일제 잔재들에게 투표하는 늠들은 얼마나 마은지 알수 있찌 
0,2023-03-07 16:50:45,24 Kim,말로안되는것들은 먼저 쳐
0,2023-03-07 16:50:46,문철구,머슴 으로 이력서 내는중
0,2023-03-07 16:50:47,언어,경영주세요
0,2023-03-07 16:50:48,ㄴ,ㅋㅋㅋㅋㅋㅋ
0,2023-03-07 16:50:50,호랭이,가지가지한다 민주당 ㅋㅋㅋㅋㅋㅋ
0,2023-03-07 16:50:50,모니,개똥벌레 참하냐?
0,2023-03-07 16:50:52,ㄴ,북괴 왜태어났니~
0,2023-03-07 16:50:53,쁘띠 게임player,정은씨의 아들은 한번더안나왔는데 혹시없지않나?
0,2023-03-07 16:50:54,🥦broccolis🧄,홈스쿨링 최고존엄한분 자재분도 집에서
0,2023-03-07 16:50:57,대장골목,한국은 법이 강력해서 한국사람들 노이로제 걸린다 ㅋㅋ
0,2023-03-07 16:50:57,언어,남이집에서 친척집에와서
0,2023-03-07 16:50:57,Total human Extinction,뭐하는거야 몰살인들 완전 더 막 썅몰다막다몰막다살인 빨리 안하고
0,2023-03-07 16:51:02,언어,아는척하게
0,2023-03-07 16:51:02,메롱 😝,호랭이:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:51:05,오색구름,메롱아 이름답게 메롱.메롱 하네
0,2023-03-07 16:51:06,한은숙,대장님 부럽네
0,2023-03-07 16:51:07,ㄴ,북괴왜숨쉬니~
0,2023-03-07 16:51:08,미남,"노처녀들을 가만히 보면,이혼남이든 노총각이든 돈 많은 남자들을 좋아 하데"
0,2023-03-07 16:51:12,개똥벌레,"메롱,:zany_face::zany_face::zany_face:"
0,2023-03-07 16:51:13,ㄴ,공기질떨어지게~
0,2023-03-07 16:51:18,Wresy,이거 내가 직접나서 아니야 니런 너절한 업무는 노친시키야지
0,2023-03-07 16:51:18,쿠루스아키라,한국법 약자한테 법이강하고 강자한테 법약하잖어 ㅋㅋ
0,2023-03-07 16:51:22,문철구,돈없는과부집 환영
0,2023-03-07 16:51:23,메롱 😝,오색구름:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:51:29,언어,남의집에와서 친척행세
0,2023-03-07 16:51:32,감사,:planet-orange-purple-ring:여러분의 수명이 무한대라는걸 깨닫는게 정각이다 (허경영강연29회)
0,2023-03-07 16:51:34,언어,왜하세요
0,2023-03-07 16:51:36,베토벤,":boxing_glove:문완용이 통화스와프도 깨먹고,"
0,2023-03-07 16:51:36,ㆍ,언어ㆍ남이집 ㅋㅋ. 충청도
0,2023-03-07 16:51:37,사람,미남아 제발 현실에서 여자 찾아
0,2023-03-07 16:51:39,쁘띠 게임player,:face-orange-raised-eyebrow::person-turqouise-waving:
0,2023-03-07 16:51:40,메롱 😝,개똥벌레:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:51:40,베토벤,:boxing_glove:한국 밥상 집어 던진 문전박대.
0,2023-03-07 16:51:43,🥦broccolis🧄,미사일 쏘지 마시고 인민들 밥주셔요 위원장님아:face-orange-frowning:
0,2023-03-07 16:51:44,호랭이,왜 민주당이 북조선 대타로 겁박질이냐 ㅋ시다발이여
0,2023-03-07 16:51:47,대장골목,한은숙 뭐 인력노가다 하루에 8시간인데 식은죽 먹기지 30일 매월 360만원 인데 ㅋㅋ
0,2023-03-07 16:51:46,언어,사기치게
0,2023-03-07 16:51:48,오색구름,국힘당아 정신차렷
0,2023-03-07 16:51:55,사람,베토벤 정신차려라~~문완용이냐 ㅋㅋ윤완용이지
0,2023-03-07 16:51:57,베토벤,:boxing_glove:기축통화 모르던 전정권과 이제명.
0,2023-03-07 16:51:59,24 Kim,저거 두마리만 죽이면 되~
0,2023-03-07 16:52:02,베토벤,:boxing_glove:결국 국가부채 더블링으로 한국경제 졸도 직전이다.
0,2023-03-07 16:52:03,메롱 😝,호랭이:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:52:07,개똥벌레,"메롱,:squinting_face_with_tongue::squinting_face_with_tongue:"
0,2023-03-07 16:52:08,언어,가족도연락안한다
0,2023-03-07 16:52:09,🥦broccolis🧄,아사가 웬말이니? ㅜ
0,2023-03-07 16:52:10,호랭이,갈대까지 가보자 
0,2023-03-07 16:52:10,ㆍ,호랭이 ㆍ 쥐 여~
0,2023-03-07 16:52:12,Hyeon ju,너는 아는게 없지?
0,2023-03-07 16:52:12,베토벤,":boxing_glove:문완용이 통화스와프도 깨먹고,"
0,2023-03-07 16:52:12,짱나,여기서만 노 네요^^
0,2023-03-07 16:52:16,언어,부모친척가족이라고
0,2023-03-07 16:52:18,쿠루스아키라,좋다
0,2023-03-07 16:52:20,Wresy,게임이 완전 개풀려 ㅋㅋ
0,2023-03-07 16:52:21,모니,북한 영상송출 금지해라 임종석이 북한에 저작권료 보낸다
0,2023-03-07 16:52:21,언어,사기치지마라
0,2023-03-07 16:52:22,오색구름,메롱이가 이름처럼 메롱 메롱 하네
0,2023-03-07 16:52:22,쿠루스아키라,선전포고 간주 
0,2023-03-07 16:52:23,대장골목,매월 360만원 벌어서 5만원으로 은행에서 바꾸어서 아궁이에 불로 태워 ㅋㅋ
0,2023-03-07 16:52:24,한은숙,아그래요 대장오빠~
0,2023-03-07 16:52:24,메롱 😝,개똥벌레:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:52:25,쿠루스아키라,하니깐 저쟁가즈아
0,2023-03-07 16:52:30,언어,네이름가지고 장난치지말고
0,2023-03-07 16:52:31,🥦broccolis🧄,굶어 듁는다는 말에 ㅠ 눈물이
0,2023-03-07 16:52:34,언어,나아냐고
0,2023-03-07 16:52:36,메롱 😝,오색구름:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:52:41,언어,아는척하지좀ㅇ사
0,2023-03-07 16:52:41,감사,:planet-orange-purple-ring:여러분의 수명이 무한대라는걸 깨닫는게 정각이다 (허경영강연29회)
0,2023-03-07 16:52:46,미남,"혼술 하는 노처녀가,고기집 식당 사장을 처음 보자마자,혼술 노처녀 폰 전번을 갈켜 주데"
0,2023-03-07 16:52:48,무궁화,일제때 욕당한 어르신들 까지 팔아 먹는 인간이 누구냐 그리고 나라까지 팔려하는자 
0,2023-03-07 16:52:52,ㄴ,정말 이럴땐
0,2023-03-07 16:52:53,메롱 😝,한은숙 짜슥아:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:52:55,ㄴ,달달한거라도 먹어야
0,2023-03-07 16:52:57,짱나,외출갖다 왔는데
0,2023-03-07 16:53:02,언어,아는척하지마세요
0,2023-03-07 16:53:08,Wresy,이렇게 시기 질투를 하니 내가 박카스
0,2023-03-07 16:53:08,오색구름,모니? 유트브 많이보나보네
0,2023-03-07 16:53:08,언어,왕이세요
0,2023-03-07 16:53:14,설희,베토벤아~~~~하루종일 지겹지 아노?~~~
0,2023-03-07 16:53:16,사람,g7때문에 나라팔아먹는게 대통령이냐~
0,2023-03-07 16:53:17,해례,ㅎㅎ
0,2023-03-07 16:53:21,7ᅡ0ᅵ0ᅣ,다케사마 일본꺼 돌려주자
0,2023-03-07 16:53:24,문철구,인지ㅡ돈까ㅡ 머하노ㅡ밥하고잠만재외주면 머슴으로감
0,2023-03-07 16:53:24,한은숙,메롱 바보야~^
0,2023-03-07 16:53:27,메롱 😝,설희:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:53:27,모니,오색구름 검색해바 진짜야
0,2023-03-07 16:53:31,Wresy,왕 아래 머
0,2023-03-07 16:53:32,베토벤,:boxing_glove:B52에 핵폭탄 실려 있다.
0,2023-03-07 16:53:34,쿠루스아키라,독도 일본하테 돌려주자
0,2023-03-07 16:53:39,쿠루스아키라,독도 일본한테 줘야지
0,2023-03-07 16:53:40,모니,오색구름 뉴스에도 나왔는데 못봤구나
0,2023-03-07 16:53:43,메롱 😝,한은숙 짜슥아:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:53:43,개똥벌레,"엄니,아부지,ㅡ불효자는,웁니다,:eyes-purple-crying::loudly_crying_face::loudly_crying_face::loudly_crying_face:"
0,2023-03-07 16:53:45,오색구름,메롱이가 메롱.메롱 .메롱 메롱하네
0,2023-03-07 16:53:48,쿠루스아키라,일본가지고싶다고하잖아 ㅋㅋ
0,2023-03-07 16:53:48,Wresy,백성인데요
0,2023-03-07 16:53:49,감사,:planet-orange-purple-ring:여러분의 수명이 무한대라는걸 깨닫는게 정각이다 (허경영강연29회)
0,2023-03-07 16:53:50,베토벤,:boxing_glove:B52에 핵 실려 있다.
0,2023-03-07 16:53:52,사람,광복절때 독도 줄거같다 굥이가~
0,2023-03-07 16:53:52,쿠루스아키라,독도줘버려 그냥
0,2023-03-07 16:53:54,쿠루스아키라,작은땅 
0,2023-03-07 16:54:00,쿠루스아키라,ㅋㅋ
0,2023-03-07 16:54:04,메롱 😝,오색구름:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:54:04,베토벤,:boxing_glove:B52 핵 실려 있다.
0,2023-03-07 16:54:05,권동숙,:hand-pink-waving:북한김정은 러시아 푸틴 독재정치 가스라이팅 ㅡ전국민개고생
0,2023-03-07 16:54:12,쿠루스아키라,광복절 ㅈ선물로주노?
0,2023-03-07 16:54:22,사람,미국 눈치보느라 일본한테 빌빌기는게 대통령이냐~~
0,2023-03-07 16:54:26,Wresy,통치와 외교를 맡아 그냥 해처먹어
0,2023-03-07 16:54:27,쿠루스아키라,ㅋㅋㅋ
0,2023-03-07 16:54:28,한은숙,철구아저씨는 정신차리세요 ㅋ
0,2023-03-07 16:54:29,송정운,주은이 남친은 부럽다 ㅎㅎ
0,2023-03-07 16:54:29,개똥벌레,불러봐도~~:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:
0,2023-03-07 16:54:30,ㄴ,북괴왜살지
0,2023-03-07 16:54:30,베토벤,":boxing_glove:문완용이 통화스와프도 깨먹고,"
0,2023-03-07 16:54:32,ㄴ,궁금궁금
0,2023-03-07 16:54:35,ㄴ,북괴는 왜사는걸까
0,2023-03-07 16:54:37,베토벤,:boxing_glove:한국 밥상 집어 던진 문전박대.
0,2023-03-07 16:54:37,ㄴ,고민고민
0,2023-03-07 16:54:39,7ᅡ0ᅵ0ᅣ,독도가 머에요? 다케시마요
0,2023-03-07 16:54:40,argen bang,석근ㅍ
0,2023-03-07 16:54:42,베토벤,:boxing_glove:기축통화 모르던 전정권과 이제명.
0,2023-03-07 16:54:47,베토벤,:boxing_glove:결국 국가부채 더블링으로 한국경제 졸도 직전이다.
0,2023-03-07 16:54:55,호랭이,산불 사고나면 전부 저것들 짓아닌가 의심하네 ㅋㅋㅋ
0,2023-03-07 16:54:57,모니,"[국감] 이상민, 국내방송사 북한조선중앙TV에 지급해야 할 저작권료 23억원"
0,2023-03-07 16:54:58,감사,:planet-orange-purple-ring:여러분의 수명이 무한대라는걸 깨닫는게 정각이다 (허경영강연29회)
0,2023-03-07 16:54:59,Wresy,머 다마내기
0,2023-03-07 16:55:00,베토벤,:boxing_glove:윤석열이 대통령 메이커 인거 몰랐어? 답답하니까 대통령 직접 나선거야! 이제 알았냐? 왜. 사자의 코털을 건드렸냐?
0,2023-03-07 16:55:03,사람,친일파 대통령도 감싸는게 2찍이더라:rolling_on_the_floor_laughing:
0,2023-03-07 16:55:07,모니,"[국감] 이상민, 국내방송사 북한조선중앙TV에 지급해야 할 저작권료 23억원"
0,2023-03-07 16:55:09,ㄴ,NO임
0,2023-03-07 16:55:10,🥦broccolis🧄,"하나님, 북한주민들도 굶어 죽는 이 없는 나라 되게 해 주셔요 ㅠ"
0,2023-03-07 16:55:11,쿠루스아키라,ㅋㅋㅋ
0,2023-03-07 16:55:12,메롱 😝,호랭이 사기꾼:face-orange-frowning::face-orange-frowning::face-orange-frowning:
0,2023-03-07 16:55:13,오색구름,통일되면 좋아할 사람들이 보수들이여 있는돈으로 사업하려 눈벌겋게뜨고 덤벼들지 누가알아 ㅋ ㅋ ㅋ ㅋ
0,2023-03-07 16:55:14,모니,구름이 됏어?
0,2023-03-07 16:55:18,또자TV,안강중앙병원 북한아지트북한새 안강중앙병원에서 출범북한해커 와이파이 북한전송 수단 북한새와 학생화학 살상무기
0,2023-03-07 16:55:19,Hyeon ju,윤은 청약통장도 몰랐자너
0,2023-03-07 16:55:19,모니,오색구름아
0,2023-03-07 16:55:21,모니,"[국감] 이상민, 국내방송사 북한조선중앙TV에 지급해야 할 저작권료 23억원"
0,2023-03-07 16:55:22,미남,"고기집 식당 사장이,혼술 마시는 노처녀 한테,폰 전번 좀 갈켜 달라고,말 하니까,혼술 노처녀가,처음 보는 고기집 식당 사장 한테,폰 전번을 갈켜 주데"
0,2023-03-07 16:55:24,해천,종일 여기있으면 정신건강 안 좋와. 가끔 힐링도 하고 운동도 하고. 일을해
0,2023-03-07 16:55:27,Wresy,졸 맛있지 다마내기
0,2023-03-07 16:55:28,쿠루스아키라,사람아 너는누구찍어노
0,2023-03-07 16:55:30,사람,베토벤 정신차려라 그래도 윤석열은 너 몰러 ㅋㅋ
0,2023-03-07 16:55:30,개똥벌레,"어머님,아버님,~왜,나를낳으셨나요,:loudly_crying_face::loudly_crying_face::loudly_crying_face:"
0,2023-03-07 16:55:30,또자TV,=나사와 FBI가 조사하는 생화학살상무기 게임형태로 들고 들어옴=곽상도 아들 게임과 연관성이 있임 게임으로 컴퓨터 키보드를 누르면 다른 사람 머리에 통증과 열과 각종 다양한 생화학 실험이 가능함
0,2023-03-07 16:55:31,권동숙,:hand-pink-waving:정치가 바로서야 나라가 선다:hand-pink-waving:
0,2023-03-07 16:55:35,ㄴ,거서 돈벌고살어~
0,2023-03-07 16:55:39,한은숙,나두 화나며는 불내고싶던데ㅇ우리집에
0,2023-03-07 16:55:41,대장골목,북한주민은 여자나 남자도 굶어 평등하게 ㅋㅋ 공평하지 ㅋㅋ
0,2023-03-07 16:55:41,ㄴ,훠이~
0,2023-03-07 16:55:42,쿠루스아키라,나는 1찍엇다 
0,2023-03-07 16:55:50,짱나,일을 해야 도움이 돼지
0,2023-03-07 16:55:54,베토벤,:boxing_glove:김대중은 되고 윤석열은 안된다? 웃기지 않나요? 논리는 처음과 끝을 관통해야 합니다.
